Date,Open,High,Low,Close,Adj Close,Volume
2019-07-18,1980.01,1987.5,1951.55,1977.9,1977.9,3504300
2019-07-19,1991.21,1996.0,1962.23,1964.52,1964.52,3185600
2019-07-22,1971.14,1989.0,1958.26,1985.63,1985.63,2900000
2019-07-23,1995.99,1997.79,1973.13,1994.49,1994.49,2703500
2019-07-24,1969.3,2001.3,1965.87,2000.81,2000.81,2631300
2019-07-25,2001.0,2001.2,1972.72,1973.82,1973.82,4136500
2019-07-26,1942.0,1950.9,1924.51,1943.05,1943.05,4927100
2019-07-29,1930.0,1932.23,1890.54,1912.45,1912.45,4493200
2019-07-30,1891.12,1909.89,1883.48,1898.53,1898.53,2910900
2019-07-31,1898.11,1899.55,1849.44,1866.78,1866.78,4470700
2019-08-01,1871.72,1897.92,1844.01,1855.32,1855.32,4713300
2019-08-02,1845.07,1846.36,1808.02,1823.24,1823.24,4956200
2019-08-05,1770.22,1788.67,1748.78,1765.13,1765.13,6058200
2019-08-06,1792.23,1793.77,1753.4,1787.83,1787.83,5070300
2019-08-07,1773.99,1798.93,1757.0,1793.4,1793.4,4526900
2019-08-08,1806.0,1834.26,1798.11,1832.89,1832.89,3701200
2019-08-09,1828.95,1831.09,1802.22,1807.58,1807.58,2879800
2019-08-12,1795.99,1800.98,1777.0,1784.92,1784.92,2905500
2019-08-13,1783.0,1831.74,1780.0,1824.34,1824.34,3994000
2019-08-14,1793.01,1795.65,1757.22,1762.96,1762.96,4893600
2019-08-15,1781.99,1788.0,1761.96,1776.12,1776.12,3759100
2019-08-16,1792.89,1802.91,1784.55,1792.57,1792.57,3018000
2019-08-19,1818.08,1826.0,1812.61,1816.12,1816.12,2816300
2019-08-20,1814.5,1816.82,1799.88,1801.38,1801.38,1929500
2019-08-21,1819.39,1829.58,1815.0,1823.54,1823.54,2031800
2019-08-22,1828.0,1829.41,1800.1,1804.66,1804.66,2653500
2019-08-23,1793.03,1804.9,1745.23,1749.62,1749.62,5270800
2019-08-26,1766.91,1770.0,1743.51,1768.87,1768.87,3080000
2019-08-27,1775.73,1779.4,1746.68,1761.83,1761.83,3019700
2019-08-28,1755.0,1767.86,1744.05,1764.25,1764.25,2419700
2019-08-29,1783.0,1798.55,1777.25,1786.4,1786.4,3015100
2019-08-30,1797.49,1799.74,1764.57,1776.29,1776.29,3058700
2019-09-03,1770.0,1800.8,1768.0,1789.84,1789.84,3543000
2019-09-04,1805.0,1807.63,1796.23,1800.62,1800.62,2324100
2019-09-05,1821.95,1842.0,1815.58,1840.72,1840.72,3310800
2019-09-06,1838.22,1840.65,1826.4,1833.51,1833.51,2496900
2019-09-09,1841.0,1850.0,1824.61,1831.35,1831.35,2999500
2019-09-10,1822.75,1825.81,1805.34,1820.55,1820.55,2611400
2019-09-11,1812.14,1833.13,1809.09,1822.99,1822.99,2241789
